row_id,order_id,order_date,ship_date,customer_id,customer_name,segment,country,state,city,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
2049,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,FUR-FU-10004848,FURNITURE,FURNISHINGS,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",289.80,7,0.200,36.22
2050,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-BI-10004022,"OFFICE SUPPLIES",BINDERS,"Acco Suede Grain Vinyl Round Ring Binder",2.50,3,0.700,-2.00
2051,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-BI-10003669,"OFFICE SUPPLIES",BINDERS,"3M Organizer Strips",6.48,4,0.700,-4.75
2052,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,FUR-CH-10003833,FURNITURE,CHAIRS,"Novimex Fabric Task Chair",341.49,8,0.300,-73.18
2053,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-AR-10003732,"OFFICE SUPPLIES",ART,"Newell 333",11.12,5,0.200,0.83
2054,CA-2015-142237,2015-07-11,2015-07-13,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,FUR-FU-10003142,FURNITURE,FURNISHINGS,"Master Big Foot Doorstop, Beige",25.34,6,0.200,3.48
2055,CA-2016-136434,2016-12-01,2016-12-07,RD-19480,"Rick Duston",CONSUMER,"UNITED STATES",INDIANA,RICHMOND,47374,CENTRAL,FUR-FU-10001196,FURNITURE,FURNISHINGS,"DAX Cubicle Frames - 8x10",17.31,3,0.000,5.19
2056,CA-2017-120376,2017-12-22,2017-12-25,TP-21130,"Theone Pippenger",CONSUMER,"UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,TEC-AC-10001114,TECHNOLOGY,ACCESSORIES,"Microsoft Wireless Mobile Mouse 4000",199.95,5,0.000,63.98
2057,CA-2017-120376,2017-12-22,2017-12-25,TP-21130,"Theone Pippenger",CONSUMER,"UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,FUR-CH-10002335,FURNITURE,CHAIRS,"Hon GuestStacker Chair",1586.69,7,0.000,412.54
2058,CA-2017-120376,2017-12-22,2017-12-25,TP-21130,"Theone Pippenger",CONSUMER,"UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,TEC-AC-10000844,TECHNOLOGY,ACCESSORIES,"Logitech Gaming G510s - Keyboard",84.99,1,0.000,30.60
2059,CA-2017-120376,2017-12-22,2017-12-25,TP-21130,"Theone Pippenger",CONSUMER,"UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,FUR-TA-10004534,FURNITURE,TABLES,"Bevis 44 x 96 Conference Tables",411.80,2,0.000,70.01
2060,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-FA-10002975,"OFFICE SUPPLIES",FASTENERS,Staples,11.34,3,0.000,5.22
2061,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-ST-10003996,"OFFICE SUPPLIES",STORAGE,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.30,5,0.000,20.88
2062,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-BI-10002571,"OFFICE SUPPLIES",BINDERS,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.97,2,0.200,5.39
2063,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-PA-10000477,"OFFICE SUPPLIES",PAPER,"Xerox 1952",64.74,13,0.000,30.43
2064,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-BI-10004209,"OFFICE SUPPLIES",BINDERS,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.30,3,0.200,6.03
2065,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-ST-10001963,"OFFICE SUPPLIES",STORAGE,"Tennsco Regal Shelving Units",405.64,4,0.000,12.17
2066,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,FUR-CH-10003833,FURNITURE,CHAIRS,"Novimex Fabric Task Chair",146.35,3,0.200,-9.15
2067,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,TEC-AC-10004568,TECHNOLOGY,ACCESSORIES,"Maxell LTO Ultrium - 800 GB",251.91,9,0.000,47.86
2068,CA-2014-106439,2014-10-31,2014-11-04,GG-14650,"Greg Guthrie",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90049,WEST,OFF-AR-10001419,"OFFICE SUPPLIES",ART,"Newell 325",12.39,3,0.000,3.72
2069,CA-2015-133452,2015-04-13,2015-04-19,ZC-21910,"Zuschuss Carroll",CONSUMER,"UNITED STATES",CALIFORNIA,POMONA,91767,WEST,TEC-AC-10002800,TECHNOLOGY,ACCESSORIES,"Plantronics Audio 478 Stereo USB Headset",199.96,4,0.000,69.99
2070,CA-2015-133452,2015-04-13,2015-04-19,ZC-21910,"Zuschuss Carroll",CONSUMER,"UNITED STATES",CALIFORNIA,POMONA,91767,WEST,FUR-TA-10003954,FURNITURE,TABLES,"Hon 94000 Series Round Tables",710.83,3,0.200,-97.74
2071,CA-2016-146521,2016-07-21,2016-07-23,CC-12610,"Corey Catlett",CORPORATE,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-BI-10000301,"OFFICE SUPPLIES",BINDERS,"GBC Instant Report Kit",1.94,1,0.700,-1.29
2072,US-2017-110996,2017-11-20,2017-11-25,KA-16525,"Kelly Andreada",CONSUMER,"UNITED STATES",CALIFORNIA,ONTARIO,91761,WEST,FUR-CH-10003956,FURNITURE,CHAIRS,"Novimex High-Tech Fabric Mesh Task Chair",283.92,5,0.200,-46.14
2073,CA-2016-129693,2016-11-26,2016-12-02,TC-20980,"Tamara Chand",CORPORATE,"UNITED STATES",WASHINGTON,SEATTLE,98105,WEST,OFF-BI-10002954,"OFFICE SUPPLIES",BINDERS,"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",7.31,2,0.200,2.56
2074,CA-2017-122504,2017-11-07,2017-11-12,DB-13270,"Deborah Brumfield","HOME OFFICE","UNITED STATES",CALIFORNIA,BRENTWOOD,94513,WEST,TEC-AC-10003289,TECHNOLOGY,ACCESSORIES,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",59.97,3,0.000,13.79
2075,CA-2017-122504,2017-11-07,2017-11-12,DB-13270,"Deborah Brumfield","HOME OFFICE","UNITED STATES",CALIFORNIA,BRENTWOOD,94513,WEST,TEC-PH-10002468,TECHNOLOGY,PHONES,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.54,7,0.200,66.64
2076,CA-2014-131051,2014-12-01,2014-12-05,TR-21325,"Toby Ritter",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,FUR-FU-10001861,FURNITURE,FURNISHINGS,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.20,3,0.000,28.52
2077,CA-2017-140676,2017-09-12,2017-09-15,BF-11080,"Bart Folk",CONSUMER,"UNITED STATES",MARYLAND,BALTIMORE,21215,EAST,OFF-PA-10004082,"OFFICE SUPPLIES",PAPER,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.90,5,0.000,19.95
2078,CA-2017-140676,2017-09-12,2017-09-15,BF-11080,"Bart Folk",CONSUMER,"UNITED STATES",MARYLAND,BALTIMORE,21215,EAST,OFF-AP-10000358,"OFFICE SUPPLIES",APPLIANCES,"Fellowes Basic Home/Office Series Surge Protectors",90.86,7,0.000,26.35
2079,CA-2017-140676,2017-09-12,2017-09-15,BF-11080,"Bart Folk",CONSUMER,"UNITED STATES",MARYLAND,BALTIMORE,21215,EAST,OFF-PA-10004243,"OFFICE SUPPLIES",PAPER,"Xerox 1939",94.85,5,0.000,45.53
2080,CA-2015-120103,2015-12-24,2015-12-29,MS-17365,"Maribeth Schnelling",CONSUMER,"UNITED STATES",ARIZONA,PHOENIX,85023,WEST,OFF-PA-10001295,"OFFICE SUPPLIES",PAPER,"Computer Printout Paper with Letter-Trim Perforations",106.23,7,0.200,37.18
2081,CA-2015-120103,2015-12-24,2015-12-29,MS-17365,"Maribeth Schnelling",CONSUMER,"UNITED STATES",ARIZONA,PHOENIX,85023,WEST,TEC-PH-10002170,TECHNOLOGY,PHONES,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",111.98,2,0.200,11.20
2082,CA-2015-120103,2015-12-24,2015-12-29,MS-17365,"Maribeth Schnelling",CONSUMER,"UNITED STATES",ARIZONA,PHOENIX,85023,WEST,FUR-FU-10002885,FURNITURE,FURNISHINGS,"Magna Visual Magnetic Picture Hangers",7.71,2,0.200,1.74
2083,CA-2017-104647,2017-02-23,2017-03-01,CK-12595,"Clytie Kelty",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90008,WEST,OFF-PA-10002870,"OFFICE SUPPLIES",PAPER,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0.000,16.85
2084,CA-2014-110352,2014-11-23,2014-11-29,ED-13885,"Emily Ducich","HOME OFFICE","UNITED STATES",TEXAS,HOUSTON,77036,CENTRAL,OFF-LA-10003923,"OFFICE SUPPLIES",LABELS,"Alphabetical Labels for Top Tab Filing",23.68,2,0.200,8.88
2085,CA-2016-140501,2016-06-23,2016-06-28,IM-15070,"Irene Maddox",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-LA-10003510,"OFFICE SUPPLIES",LABELS,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0.000,56.18
2086,CA-2016-140501,2016-06-23,2016-06-28,IM-15070,"Irene Maddox",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-LA-10000248,"OFFICE SUPPLIES",LABELS,"Avery 52",18.45,5,0.000,8.67
2087,CA-2016-140501,2016-06-23,2016-06-28,IM-15070,"Irene Maddox",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-ST-10000060,"OFFICE SUPPLIES",STORAGE,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",324.90,5,0.000,38.99
2088,CA-2016-140501,2016-06-23,2016-06-28,IM-15070,"Irene Maddox",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-PA-10003129,"OFFICE SUPPLIES",PAPER,"Tops White Computer Printout Paper",146.73,3,0.000,68.96
2089,CA-2016-140501,2016-06-23,2016-06-28,IM-15070,"Irene Maddox",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-FA-10004076,"OFFICE SUPPLIES",FASTENERS,"Translucent Push Pins by OIC",3.96,2,0.000,1.47
2090,CA-2015-139290,2015-10-26,2015-10-30,MY-17380,"Maribeth Yedwab",CORPORATE,"UNITED STATES",CALIFORNIA,"RANCHO CUCAMONGA",91730,WEST,OFF-LA-10004008,"OFFICE SUPPLIES",LABELS,"Avery 507",5.76,2,0.000,2.65
2091,CA-2017-166142,2017-07-15,2017-07-19,MM-17260,"Magdelene Morse",CONSUMER,"UNITED STATES",DELAWARE,WILMINGTON,19805,EAST,OFF-BI-10004094,"OFFICE SUPPLIES",BINDERS,"GBC Standard Plastic Binding Systems Combs",26.55,3,0.000,13.01
2092,CA-2017-166142,2017-07-15,2017-07-19,MM-17260,"Magdelene Morse",CONSUMER,"UNITED STATES",DELAWARE,WILMINGTON,19805,EAST,FUR-TA-10004607,FURNITURE,TABLES,"Hon 2111 Invitation Series Straight Table",310.44,3,0.300,-48.78
2093,CA-2014-145926,2014-11-17,2014-11-21,MP-17470,"Mark Packer","HOME OFFICE","UNITED STATES",MINNESOTA,MOORHEAD,56560,CENTRAL,FUR-CH-10004289,FURNITURE,CHAIRS,"Global Super Steno Chair",479.90,5,0.000,81.58
2094,CA-2015-149678,2015-04-13,2015-04-15,AW-10840,"Anthony Witt",CONSUMER,"UNITED STATES","NEW MEXICO",FARMINGTON,87401,WEST,OFF-SU-10004498,"OFFICE SUPPLIES",SUPPLIES,"Martin-Yale Premier Letter Opener",12.88,1,0.000,0.39
2095,US-2015-164357,2015-11-25,2015-11-29,SF-20065,"Sandra Flanagan",CONSUMER,"UNITED STATES","NORTH CAROLINA",WILMINGTON,28403,SOUTH,OFF-AR-10001177,"OFFICE SUPPLIES",ART,"Newell 349",13.12,5,0.200,1.48
2096,US-2016-146570,2016-05-15,2016-05-20,SN-20710,"Steve Nguyen","HOME OFFICE","UNITED STATES",MISSISSIPPI,JACKSON,39212,SOUTH,OFF-BI-10001718,"OFFICE SUPPLIES",BINDERS,"GBC DocuBind P50 Personal Binding Machine",511.84,8,0.000,240.56
2097,US-2016-146570,2016-05-15,2016-05-20,SN-20710,"Steve Nguyen","HOME OFFICE","UNITED STATES",MISSISSIPPI,JACKSON,39212,SOUTH,OFF-AR-10004602,"OFFICE SUPPLIES",ART,"Boston KS Multi-Size Manual Pencil Sharpener",91.96,4,0.000,25.75
2098,US-2016-146570,2016-05-15,2016-05-20,SN-20710,"Steve Nguyen","HOME OFFICE","UNITED STATES",MISSISSIPPI,JACKSON,39212,SOUTH,OFF-AR-10003856,"OFFICE SUPPLIES",ART,"Newell 344",8.34,3,0.000,2.17
2099,CA-2017-124401,2017-09-07,2017-09-12,RD-19900,"Ruben Dartt",CONSUMER,"UNITED STATES",OREGON,PORTLAND,97206,WEST,OFF-ST-10000649,"OFFICE SUPPLIES",STORAGE,"Hanging Personal Folder File",37.68,3,0.200,2.36
2100,CA-2017-124401,2017-09-07,2017-09-12,RD-19900,"Ruben Dartt",CONSUMER,"UNITED STATES",OREGON,PORTLAND,97206,WEST,TEC-AC-10002926,TECHNOLOGY,ACCESSORIES,"Logitech Wireless Marathon Mouse M705",279.94,7,0.200,80.48
2101,US-2014-140116,2014-03-10,2014-03-17,KT-16480,"Kean Thornton",CONSUMER,"UNITED STATES",COLORADO,DENVER,80219,WEST,OFF-ST-10000078,"OFFICE SUPPLIES",STORAGE,"Tennsco 6- and 18-Compartment Lockers",636.41,3,0.200,-15.91
2102,US-2014-140116,2014-03-10,2014-03-17,KT-16480,"Kean Thornton",CONSUMER,"UNITED STATES",COLORADO,DENVER,80219,WEST,OFF-AR-10001044,"OFFICE SUPPLIES",ART,"BOSTON Ranger #55 Pencil Sharpener, Black",83.17,4,0.200,9.36
2103,CA-2014-123295,2014-07-18,2014-07-18,AH-10120,"Adrian Hane","HOME OFFICE","UNITED STATES",ARIZONA,TUCSON,85705,WEST,FUR-CH-10002372,FURNITURE,CHAIRS,"Office Star - Ergonomically Designed Knee Chair",259.14,4,0.200,-25.91
2104,CA-2017-167101,2017-03-24,2017-03-28,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-PA-10000357,"OFFICE SUPPLIES",PAPER,"Xerox 1888",221.92,4,0.000,106.52
2105,CA-2017-167101,2017-03-24,2017-03-28,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,TEC-AC-10001266,TECHNOLOGY,ACCESSORIES,"Memorex Micro Travel Drive 8 GB",26.00,2,0.000,11.70
2106,US-2014-167633,2014-09-30,2014-10-05,BW-11200,"Ben Wallace",CONSUMER,"UNITED STATES",FLORIDA,"BOYNTON BEACH",33437,SOUTH,OFF-PA-10004888,"OFFICE SUPPLIES",PAPER,"Xerox 217",15.55,3,0.200,5.44
2107,US-2014-152723,2014-09-26,2014-09-26,HG-14965,"Henry Goldwyn",CORPORATE,"UNITED STATES",TEXAS,MESQUITE,75150,CENTRAL,OFF-BI-10003460,"OFFICE SUPPLIES",BINDERS,"Acco 3-Hole Punch",0.88,1,0.800,-1.40
2108,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-PA-10000157,"OFFICE SUPPLIES",PAPER,"Xerox 191",19.98,1,0.000,9.39
2109,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-BI-10004519,"OFFICE SUPPLIES",BINDERS,"GBC DocuBind P100 Manual Binding Machine",398.35,3,0.200,124.48
2110,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-AR-10004272,"OFFICE SUPPLIES",ART,"Newell 308",5.04,3,0.000,1.26
2111,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-FA-10000585,"OFFICE SUPPLIES",FASTENERS,"OIC Bulk Pack Metal Binder Clips",17.45,5,0.000,8.03
2112,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,FUR-CH-10004218,FURNITURE,CHAIRS,"Global Fabric Manager's Chair, Dark Gray",323.14,4,0.200,20.20
2113,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-SU-10004231,"OFFICE SUPPLIES",SUPPLIES,"Acme Tagit Stainless Steel Antibacterial Scissors",29.70,3,0.000,8.02
2114,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,TEC-PH-10001578,TECHNOLOGY,PHONES,"Polycom SoundStation2 EX Conference phone",1295.84,4,0.200,145.78
2115,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,OFF-ST-10003638,"OFFICE SUPPLIES",STORAGE,"Mobile Personal File Cube",46.84,2,0.000,12.65
2116,CA-2015-164882,2015-10-31,2015-10-31,SG-20080,"Sandra Glassco",CONSUMER,"UNITED STATES",CALIFORNIA,REDLANDS,92374,WEST,FUR-BO-10002213,FURNITURE,BOOKCASES,"DMI Eclipse Executive Suite Bookcases",425.83,1,0.150,20.04
2117,CA-2015-159786,2015-10-12,2015-10-17,RK-19300,"Ralph Kennedy",CONSUMER,"UNITED STATES","NEW YORK",ROCHESTER,14609,EAST,FUR-TA-10001307,FURNITURE,TABLES,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,1,0.400,-13.98
2118,CA-2016-130267,2016-09-19,2016-09-23,SW-20245,"Scot Wooten",CONSUMER,"UNITED STATES",CALIFORNIA,STOCKTON,95207,WEST,OFF-PA-10002222,"OFFICE SUPPLIES",PAPER,"Xerox Color Copier Paper, 11" x 17""",NULL,NULL,NULL,0.00
2119,CA-2017-155460,2017-04-13,2017-04-15,RW-19630,"Rob Williams",CORPORATE,"UNITED STATES",WASHINGTON,SEATTLE,98105,WEST,OFF-PA-10002479,"OFFICE SUPPLIES",PAPER,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",5.28,1,0.000,2.38
2120,CA-2017-155460,2017-04-13,2017-04-15,RW-19630,"Rob Williams",CORPORATE,"UNITED STATES",WASHINGTON,SEATTLE,98105,WEST,OFF-BI-10003091,"OFFICE SUPPLIES",BINDERS,"GBC DocuBind TL200 Manual Binding Machine",895.92,5,0.200,302.37
2121,US-2017-168690,2017-01-07,2017-01-13,TS-21085,"Thais Sissman",CONSUMER,"UNITED STATES",FLORIDA,"ORMOND BEACH",32174,SOUTH,OFF-BI-10000145,"OFFICE SUPPLIES",BINDERS,"Zipper Ring Binder Pockets",2.81,3,0.700,-1.97
2122,CA-2017-158246,2017-11-09,2017-11-11,JB-15400,"Jennifer Braxton",CORPORATE,"UNITED STATES",CALIFORNIA,SUNNYVALE,94086,WEST,FUR-CH-10003061,FURNITURE,CHAIRS,"Global Leather Task Chair, Black",215.98,3,0.200,-2.70
2123,CA-2017-167381,2017-09-22,2017-09-24,EH-14005,"Erica Hernandez","HOME OFFICE","UNITED STATES",MICHIGAN,LANSING,48911,CENTRAL,FUR-BO-10001972,FURNITURE,BOOKCASES,"O'Sullivan 4-Shelf Bookcase in Odessa Pine",241.96,2,0.000,41.13
2124,CA-2017-167381,2017-09-22,2017-09-24,EH-14005,"Erica Hernandez","HOME OFFICE","UNITED STATES",MICHIGAN,LANSING,48911,CENTRAL,OFF-LA-10000134,"OFFICE SUPPLIES",LABELS,"Avery 511",27.72,9,0.000,13.31
2125,CA-2017-144862,2017-12-01,2017-12-05,EH-14005,"Erica Hernandez","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19143,EAST,OFF-EN-10003040,"OFFICE SUPPLIES",ENVELOPES,"Quality Park Security Envelopes",104.68,5,0.200,35.33
2126,CA-2017-144862,2017-12-01,2017-12-05,EH-14005,"Erica Hernandez","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19143,EAST,TEC-PH-10000923,TECHNOLOGY,PHONES,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.96,7,0.400,9.44
2127,CA-2014-126032,2014-06-23,2014-06-28,BS-11665,"Brian Stugart",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19143,EAST,TEC-AC-10000158,TECHNOLOGY,ACCESSORIES,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",86.38,3,0.200,1.08
2128,CA-2015-134859,2015-10-04,2015-10-09,JK-16120,"Julie Kriz","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,FUR-FU-10003623,FURNITURE,FURNISHINGS,"DataProducts Ampli Magnifier Task Lamp, Black,",64.94,3,0.200,6.49
2129,CA-2015-134859,2015-10-04,2015-10-09,JK-16120,"Julie Kriz","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-PA-10001293,"OFFICE SUPPLIES",PAPER,"Xerox 1946",20.74,4,0.200,7.26
2130,US-2014-114188,2014-05-20,2014-05-22,RF-19345,"Randy Ferguson",CORPORATE,"UNITED STATES","NEW HAMPSHIRE",DOVER,03820,EAST,OFF-AP-10000124,"OFFICE SUPPLIES",APPLIANCES,"Acco 6 Outlet Guardian Basic Surge Suppressor",33.28,4,0.000,9.32
2131,US-2014-114188,2014-05-20,2014-05-22,RF-19345,"Randy Ferguson",CORPORATE,"UNITED STATES","NEW HAMPSHIRE",DOVER,03820,EAST,OFF-AR-10004511,"OFFICE SUPPLIES",ART,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0.000,11.94
2132,US-2014-114188,2014-05-20,2014-05-22,RF-19345,"Randy Ferguson",CORPORATE,"UNITED STATES","NEW HAMPSHIRE",DOVER,03820,EAST,FUR-FU-10000076,FURNITURE,FURNISHINGS,"24-Hour Round Wall Clock",139.86,7,0.000,60.14
2133,CA-2015-156524,2015-11-20,2015-11-26,DL-12865,"Dan Lawera",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10011,EAST,OFF-PA-10003883,"OFFICE SUPPLIES",PAPER,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4" X 5"""",19.65,3,0.000,9.04
2134,CA-2015-122210,2015-11-30,2015-12-04,WB-21850,"William Brown",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-BI-10003656,"OFFICE SUPPLIES",BINDERS,"Fellowes PB200 Plastic Comb Binding Machine",152.99,3,0.700,-122.39
2135,CA-2015-122210,2015-11-30,2015-12-04,WB-21850,"William Brown",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,OFF-FA-10000053,"OFFICE SUPPLIES",FASTENERS,"Revere Boxed Rubber Bands by Revere",10.58,7,0.200,-2.38
2136,CA-2015-122210,2015-11-30,2015-12-04,WB-21850,"William Brown",CONSUMER,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19134,EAST,TEC-PH-10002807,TECHNOLOGY,PHONES,"Motorla HX550 Universal Bluetooth Headset",94.92,4,0.400,15.82
2137,CA-2015-156377,2015-12-31,2016-01-05,TB-21625,"Trudy Brown",CONSUMER,"UNITED STATES",TEXAS,"GRAND PRAIRIE",75051,CENTRAL,FUR-FU-10002364,FURNITURE,FURNISHINGS,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.600,-11.44
2138,CA-2015-156377,2015-12-31,2016-01-05,TB-21625,"Trudy Brown",CONSUMER,"UNITED STATES",TEXAS,"GRAND PRAIRIE",75051,CENTRAL,OFF-BI-10002954,"OFFICE SUPPLIES",BINDERS,"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",3.66,4,0.800,-5.85
2139,US-2017-157896,2017-11-16,2017-11-16,CB-12415,"Christy Brittain",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-PA-10004092,"OFFICE SUPPLIES",PAPER,"Tops Green Bar Computer Printout Paper",146.82,3,0.000,73.41
2140,CA-2014-159520,2014-06-06,2014-06-11,GT-14635,"Grant Thornton",CORPORATE,"UNITED STATES","NEW YORK","LONG BEACH",11561,EAST,OFF-BI-10003982,"OFFICE SUPPLIES",BINDERS,"Wilson Jones Century Plastic Molded Ring Binders",149.54,9,0.200,50.47
2141,CA-2014-159520,2014-06-06,2014-06-11,GT-14635,"Grant Thornton",CORPORATE,"UNITED STATES","NEW YORK","LONG BEACH",11561,EAST,OFF-SU-10001664,"OFFICE SUPPLIES",SUPPLIES,"Acme Office Executive Series Stainless Steel Trimmers",17.14,2,0.000,4.46
2142,CA-2014-159520,2014-06-06,2014-06-11,GT-14635,"Grant Thornton",CORPORATE,"UNITED STATES","NEW YORK","LONG BEACH",11561,EAST,FUR-TA-10003238,FURNITURE,TABLES,"Chromcraft Bull-Nose Wood 48" x 96"" Rectangular Conference Tables"",991.76,3,0.400,-347.12
2143,CA-2016-155481,2016-09-01,2016-09-05,DK-13225,"Dean Katz",CORPORATE,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19140,EAST,OFF-PA-10004675,"OFFICE SUPPLIES",PAPER,"Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"""",30.48,6,0.200,9.91
